"time","GEO_ID","NAME","SVY_COMP","SVY_COMP_LABEL","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT",
"Year","Geographic identifier code","Geographic Area Name","Survey Component","Meaning of Survey Component","Aggregate Description","Meaning of Aggregate Description","Type of Government","Meaning of Type of Government","Amount",
"2019","0400000US12","Florida","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2827129",
"2020","0400000US12","Florida","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2838569",
"2021","0400000US12","Florida","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2762511",
"2022","0400000US12","Florida","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2805486",
"2012","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","761303",
"2013","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","811377",
"2014","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","809665",
"2015","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","853318",
"2016","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","919958",
"2017","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","942461",
"2018","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1016819",
"2019","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1082702",
"2020","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1139799",
"2021","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1235793",
"2022","0400000US12","Florida","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","1376880",
"2012","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9920",
"2013","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","9995",
"2014","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10097",
"2015","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10199",
"2016","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10314",
"2017","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10410",
"2018","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10511",
"2019","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10620",
"2020","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10726",
"2021","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10788",
"2022","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","10913",
"2012","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1669156",
"2013","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1682620",
"2014","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1699185",
"2015","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1717805",
"2016","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1727085",
"2017","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1732691",
"2018","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1733206",
"2019","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1735266",
"2020","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1735585",
"2021","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1690602",
"2022","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1699426",
"2012","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","356836",
"2013","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","378156",
"2014","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","375758",
"2015","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","392124",
"2016","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","418383",
"2017","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","439943",
"2018","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","467359",
"2019","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","493576",
"2020","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","518278",
"2021","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","557601",
"2022","0400000US13","Georgia","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","606114",
"2012","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1392",
"2013","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1409",
"2014","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1420",
"2015","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1425",
"2016","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1429",
"2017","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1424",
"2018","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1421",
"2019","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1420",
"2020","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1452",
"2021","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1447",
"2022","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1439",
"2012","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","182706",
"2013","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","184760",
"2014","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","186825",
"2015","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","182384",
"2016","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","181995",
"2017","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","181550",
"2018","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","180837",
"2019","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","181278",
"2020","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","181088",
"2021","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","176441",
"2022","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","173178",
"2012","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","60095",
"2013","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","63468",
"2014","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","62437",
"2015","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","65993",
"2016","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","69638",
"2017","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","72879",
"2018","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","76110",
"2019","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","78436",
"2020","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","78516",
"2021","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","83110",
"2022","0400000US15","Hawaii","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","88948",
"2012","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1596",
"2013","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1613",
"2014","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1634",
"2015","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1653",
"2016","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1680",
"2017","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1718",
"2018","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1751",
"2019","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1790",
"2020","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1848",
"2021","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1904",
"2022","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","1939",
"2012","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","267556",
"2013","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","272070",
"2014","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","281452",
"2015","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","274131",
"2016","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","274849",
"2017","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","279026",
"2018","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","282650",
"2019","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","289262",
"2020","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","289262",
"2021","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","279817",
"2022","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","286544",
"2012","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","52954",
"2013","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","58272",
"2014","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","57484",
"2015","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","60738",
"2016","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","64209",
"2017","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","68445",
"2018","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","72605",
"2019","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","77993",
"2020","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","81834",
"2021","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","91449",
"2022","0400000US16","Idaho","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","103114",
"2012","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12875",
"2013","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12891",
"2014","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12881",
"2015","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12839",
"2016","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12836",
"2017","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12779",
"2018","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12723",
"2019","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12670",
"2020","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12785",
"2021","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12686",
"2022","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","12583",
"2012","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2071481",
"2013","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2069823",
"2014","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2060632",
"2015","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2047123",
"2016","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2030717",
"2017","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","2016729",
"2018","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1987286",
"2019","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1951960",
"2020","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1925148",
"2021","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1875731",
"2022","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1861261",
"2012","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","567197",
"2013","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","605201",
"2014","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","599119",
"2015","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","624892",
"2016","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","652685",
"2017","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","670504",
"2018","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","693274",
"2019","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","727064",
"2020","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","748812",
"2021","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","794460",
"2022","0400000US17","Illinois","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","853521",
"2012","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6537",
"2013","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6571",
"2014","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6597",
"2015","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6613",
"2016","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6634",
"2017","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6658",
"2018","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6695",
"2019","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6730",
"2020","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6786",
"2021","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6814",
"2022","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","6832",
"2012","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1006627",
"2013","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1002772",
"2014","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1007121",
"2015","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1004215",
"2016","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1002696",
"2017","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1002135",
"2018","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1002739",
"2019","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","1001668",
"2020","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","997869",
"2021","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","977728",
"2022","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","984851",
"2012","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","236815",
"2013","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","253779",
"2014","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","251599",
"2015","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","266953",
"2016","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","276730",
"2017","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","290148",
"2018","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","301238",
"2019","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","316837",
"2020","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","329682",
"2021","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","354338",
"2022","0400000US18","Indiana","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","387919",
"2012","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3074",
"2013","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3092",
"2014","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3107",
"2015","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3122",
"2016","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3131",
"2017","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3142",
"2018","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3149",
"2019","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3160",
"2020","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3189",
"2021","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3198",
"2022","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","3200",
"2012","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","495870",
"2013","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","499489",
"2014","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","501763",
"2015","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","505311",
"2016","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","508014",
"2017","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","509831",
"2018","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","511850",
"2019","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","514833",
"2020","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","517324",
"2021","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","506656",
"2022","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","510661",
"2012","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","130131",
"2013","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","138337",
"2014","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","135242",
"2015","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","138126",
"2016","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","142826",
"2017","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","145411",
"2018","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","149732",
"2019","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","157981",
"2020","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","159665",
"2021","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","169994",
"2022","0400000US19","Iowa","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","185622",
"2012","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2886",
"2013","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2896",
"2014","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2904",
"2015","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2907",
"2016","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2908",
"2017","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2909",
"2018","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2911",
"2019","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2910",
"2020","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2936",
"2021","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2938",
"2022","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1901","State population (in thousands)","001","State and Local","2937",
"2012","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","485591",
"2013","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","488590",
"2014","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","496034",
"2015","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","496920",
"2016","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","495545",
"2017","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","494062",
"2018","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","496808",
"2019","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","497469",
"2020","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","497708",
"2021","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","481497",
"2022","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1903","Fall enrollment","001","State and Local","484035",
"2012","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","120783",
"2013","0400000US20","Kansas","06","Annual Survey of School System Finance","SS1905","Personal income (prior calendar year, in million dollars)","001","State and Local","128541",
